"","Index","Movie_names","Year","Advisory_rating","runtime","genre","Ratings","Description","Director","Cast","User_votes"
"1007",1295,"Miss Bala",2019,"PG-13",104,"Action",5.8,"Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.","Catherine Hardwicke","Gina Rodriguez",7732
"1008",1297,"Running with the Devil",2019,"R",100,"Crime",5.4,"The CEO of an international conglomerate sends two of his most regarded executives to investigate why shipments of cocaine are being hijacked and over cut somewhere on the supply chain.","Jason Cabell","Cole Hauser",5760
"1009",1298,"Mortdecai",2015,"R",107,"Action",5.5,"Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.","David Koepp","Johnny Depp",66061
"1010",1299,"I Can Only Imagine",2018,"PG",110,"Biography",7.3,"The inspiring and unknown true story behind MercyMe's beloved, chart topping song that brings ultimate hope to so many is a gripping reminder of the power of true forgiveness.","Andrew Erwin","Jon Erwin",13810
"1011",1300,"Imperium",2016,"R",109,"Biography",6.5,"A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.","Daniel Ragussis","Daniel Radcliffe",41311
"1012",1301,"The Cleaning Lady",2018,"Not Rated",90,"Horror",5.4,"As a means to distract herself from an affair, a love-addicted woman befriends a cleaning lady, badly scarred by burns. She soon learns, these scars run much deeper than the surface.","Jon Knautz","Alexis Kendra",2241
"1013",1302,"Max Winslow and the House of Secrets",2019,"PG",98,"Family",6.3,"Five teens compete to win a mansion owned by an eccentric billionaire. The night takes a dark turn when they become trapped and are forced to face off against a super computer who has gone rogue.","Sean Olson","Tanner Buchanan",1081
"1014",1303,"The Collini Case",2019,"Not Rated",123,"Crime",7.2,"A young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case.","Marco Kreuzpaintner","Elyas M'Barek",4922
"1015",1304,"Home Sweet Hell",2015,"R",98,"Comedy",5.4,"Don Champagne seems to have it all, but when his wife, Mona, learns of his affair with a pretty new salesgirl, she will stop at nothing to maintain their storybook life.","Anthony Burns","Katherine Heigl",14112
"1016",1305,"God's Own Country",2017,"Not Rated",104,"Drama",7.7,"Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path.","Francis Lee","Josh O'Connor",23746
"1017",1307,"The Specials",2019,"M",114,"Comedy",7.4,"The story of two men, educators of children and adolescents with autism.","Olivier Nakache","Éric Toledano",5007
"1018",1308,"Wonder Wheel",2017,"PG-13",101,"Drama",6.2,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.","Woody Allen","Justin Timberlake",24346
"1019",1309,"The Transporter Refueled",2015,"PG-13",96,"Action",5.2,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.","Camille Delamarre","Ed Skrein",38568
"1020",1310,"Going in Style",2017,"PG-13",96,"Comedy",6.6,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.","Zach Braff","Michael Caine",75204
"1021",1311,"Home Again",2017,"PG-13",97,"Comedy",5.8,"Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.","Hallie Meyers-Shyer","Reese Witherspoon",27323
"1022",1313,"The Mustang",2019,"R",96,"Drama",6.9,"The story of Roman Coleman, a violent convict, who is given the chance to participate in a rehabilitation therapy program involving the training of wild mustangs.","Laure de Clermont-Tonnerre","Matthias Schoenaerts",9195
"1023",1314,"The Hole in the Ground",2019,"R",90,"Drama",5.7,"A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest behind their house.","Lee Cronin","Seána Kerslake",14716
"1024",1315,"Goodbye Christopher Robin",2017,"PG",107,"Biography",7.1,"The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.","Simon Curtis","Domhnall Gleeson",24152
"1025",1317,"The Bye Bye Man",2017,"PG-13",96,"Drama",4.2,"Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.","Stacy Title","Douglas Smith",21285
"1026",1318,"The Haunting of Margam Castle",2020,"TV-14",81,"Horror",2.7,"A team of American parapsychologists travel to Wales to conduct a study of Margam Castle, one of the UK's most haunted buildings.","Andrew Jones","Caroline Munro",248
"1027",1319,"Blair Witch",2016,"R",89,"Horror",5,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.","Adam Wingard","James Allen McCune",40461
"1028",1320,"Gunjan Saxena: The Kargil Girl",2020,"TV-14",112,"Action",5.2,"Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War","Sharan Sharma","Janhvi Kapoor",22611
"1029",1321,"A Street Cat Named Bob",2016,"Not Rated",103,"Biography",7.4,"Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.","Roger Spottiswoode","Luke Treadaway",26799
"1030",1323,"Only",2019,"TV-MA",98,"Drama",5.1,"After a comet releases a mysterious virus that begins to kill all the women in the world, a young couple hides out in their over-sterilized apartment trying to fight for their lives.","Takashi Doscher","Freida Pinto",2255
"1031",1324,"Roman J. Israel, Esq.",2017,"PG-13",122,"Crime",6.5,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.","Dan Gilroy","Denzel Washington",31395
"1032",1325,"Girls Trip",2017,"R",122,"Adventure",6.2,"When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling and romancing to make the Big Easy blush.","Malcolm D. Lee","Regina Hall",33666
"1033",1326,"Animal Crackers",2017,"TV-Y7",105,"Animation",5.8,"A family must use a magical box of Animal Crackers to save a run-down circus from being taken over by their evil uncle Horatio P. Huntington.","Tony Bancroft","Scott Christian Sava",2124
"1034",1328,"Military Wives",2019,"PG-13",112,"Comedy",6.4,"With their partners away serving in Afghanistan, a group of women on the home front form a choir and quickly find themselves at the center of a media sensation and global movement.","Peter Cattaneo","Kristin Scott Thomas",2325
"1035",1329,"Missing Link",2019,"PG",93,"Animation",6.7,"Mr. Link recruits explorer Sir Lionel Frost to help find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, this trio of explorers travel the world to help their new friend.","Chris Butler","Hugh Jackman",20511
"1036",1331,"My Days of Mercy",2017,"R",108,"Drama",6.4,"The daughter of a man on death row falls in love with a woman on the opposing side of her family's political cause.","Tali Shalom-Ezer","Ellen Page",2890
"1037",1332,"Unbelievable!!!!!",2020,"PG-13",105,"Comedy",6,"Martians have conquered Earth. Four astronauts fight to save the last remnants of humanity.","Steven L. Fawcette","Snoop Dogg",840
"1038",1334,"Les traducteurs",2019,"M",105,"Mystery",6.5,"Nine translators, hired to translate the eagerly awaited final book of a bestselling trilogy, are confined in a luxurious bunker. When the first ten pages of the top-secret manuscript appear online, the dream job becomes a nightmare.","Régis Roinsard","Lambert Wilson",3066
"1039",1337,"The Rider",2017,"R",104,"Drama",7.4,"After suffering a near fatal head injury, a young cowboy undertakes a search for new identity and what it means to be a man in the heartland of America.","Chloé Zhao","Brady Jandreau",13247
"1040",1338,"The Kid Who Would Be King",2019,"PG",120,"Action",6,"A band of kids embark on an epic quest to thwart a medieval menace.","Joe Cornish","Louis Ashbourne Serkis",14177
"1041",1341,"Baahubali: The Beginning",2015,"Not Rated",159,"Action",8.1,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.","S.S. Rajamouli","Prabhas",100718
"1042",1342,"The Death & Life of John F. Donovan",2018,"R",123,"Drama",6.1,"A decade after the death of an American television star, a young actor reminisces about the written correspondence he shared with him, as well as the impact those letters had on both their lives.","Xavier Dolan","Kit Harington",5029
"1043",1344,"Super Troopers 2",2018,"R",99,"Comedy",6,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.","Jay Chandrasekhar","Jay Chandrasekhar",23433
"1044",1345,"Offering to the Storm",2020,"TV-MA",139,"Crime",6.1,"Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley.","Fernando González Molina","Marta Etura",3317
"1045",1346,"Point Blank",2019,"TV-MA",86,"Action",5.7,"An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.","Joe Lynch","Frank Grillo",11185
"1046",1347,"Professor Marston & the Wonder Women",2017,"R",108,"Biography",7.1,"The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.","Angela Robinson","Luke Evans",22377
"1047",1348,"Her Smell",2018,"R",136,"Drama",6.1,"A self-destructive punk rocker struggles with sobriety while trying to recapture the creative inspiration that led her band to success.","Alex Ross Perry","Elisabeth Moss",4517
"1048",1349,"Keeping Up with the Joneses",2016,"PG-13",105,"Action",5.9,"A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.","Greg Mottola","Zach Galifianakis",56454
"1049",1350,"Ip Man 3",2015,"PG-13",105,"Action",7.1,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","Wilson Yip","Donnie Yen",47810
"1050",1351,"Black Is King",2020,"TV-14",85,"Adventure",5.4,"Visual album from Beyoncé inspired by 'The Lion King'.","Emmanuel Adjei","Ibra Ake",7352
"1051",1352,"Emperor",2020,"PG-13",99,"Action",5.1,"An escaped slave travels north and has chance encounters with Frederick Douglass and John Brown. Based on the life story of Shields Green.","Mark Amin","James Cromwell",410
"1052",1353,"Prospect",2018,"R",100,"Drama",6.2,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive. Forced to contend not only with the forest's other ruthless inhabitants, but with her own ...                 »","Christopher Caldwell","Zeek Earl",17836
